"","Name","Ore Dict","Display name"
"gregtech:meta_item_1:11682","gcyl:meta_ingot_hot:188","ingotHotHeavyQuarkDegenerateMatter","Hot Heavy Quark Degenerate Matter Ingot"
"gregtech:meta_item_1:11683","gcyl:meta_ingot_hot:192","ingotHotMetastableHassium","Hot Metastable Hassium Ingot"
"gregtech:meta_item_1:11685","gcyl:meta_ingot_hot:22","ingotHotLithiumNiobate","Hot Lithium Niobate Ingot"
"gregtech:meta_item_1:11690","gcyl:meta_ingot_hot:51","ingotHotGermaniumTungstenNitride","Hot Germanium Tungsten Nitride Ingot"
"gregtech:meta_item_1:11695","gcyl:meta_ingot_hot:195","ingotHotTantalumHafniumSeaborgiumCarbide","Hot Tantalum Hafnium Seaborgium Carbide Ingot"
"gregtech:meta_item_1:11706","gcyl:meta_ingot_hot:189","ingotHotMetastableFlerovium","Hot Metastable Flerovium Ingot"
"gregtech:meta_item_1:11707","gcyl:meta_ingot_hot:201","ingotHotMetastableOganesson","Hot Metastable Oganesson Ingot"
"gregtech:meta_item_1:11708","gcyl:meta_ingot_hot:637","ingotHotTitanium50","Hot Titanium 50 Ingot"
"gregtech:meta_item_1:11710","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:11714","gcyl:meta_ingot_hot:172","ingotHotTaranium","Hot Taranium Ingot"
"gregtech:meta_item_1:11715","gcyl:meta_ingot_hot:194","ingotHotTriniumTitanium","Hot Trinium Titanium Ingot"
"gregtech:meta_item_1:11716","gcyl:meta_ingot_hot:202","ingotHotProtoAdamantium","Hot Proto Adamantium Ingot"
"gregtech:meta_item_1:11717","gcyl:meta_ingot_hot:193","ingotHotVibranium","Hot Vibranium Ingot"
"gregtech:meta_item_1:11718","gcyl:meta_ingot_hot:48","ingotHotAdamantium","Hot Adamantium Ingot"
"gregtech:meta_item_1:11719","gregtech:meta_ingot_hot:130","ingotHotTrinium","Hot Trinium Ingot"
"gregtech:meta_item_1:11720","gcyl:meta_ingot_hot:44","ingotHotHdcs","Hot High Durability Compound Steel Ingot"
"gregtech:meta_item_1:11721","gcyl:meta_ingot_hot:49","ingotHotCinobite","Hot Cinobite Ingot"
"gregtech:meta_item_1:11723","gcyl:meta_ingot_hot:1156","ingotHotUxvSuperconductorBase","Hot UXV Superconductor Base Ingot"
"gregtech:meta_item_1:11725","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:11727","gcyl:meta_ingot_hot:1155","ingotHotUivSuperconductorBase","Hot UIV Superconductor Base Ingot"
"gregtech:meta_item_1:11731","gcyl:meta_ingot_hot:290","ingotHotHastelloyk243","Hot Hastelloy K243 Ingot"
"gregtech:meta_item_1:11732","gcyl:meta_ingot_hot:274","ingotHotHastelloyx78","Hot Hastelloy X78 Ingot"
"gregtech:meta_item_1:11733","gcyl:meta_ingot_hot:17","ingotHotEnrichedNaquadahAlloy","Hot Enriched Naquadah Alloy Ingot"
"gregtech:meta_item_1:11734","gcyl:meta_ingot_hot:275","ingotHotIncoloy813","Hot Incoloy 813 Ingot"
"gregtech:meta_item_1:11738","gcyl:meta_ingot_hot:1154","ingotHotUevSuperconductorBase","Hot UEV Superconductor Base Ingot"
"gregtech:meta_item_1:11740","gcyl:meta_ingot_hot:1153","ingotHotUhvSuperconductorBase","Hot UHV Superconductor Base Ingot"
"gregtech:meta_item_1:11745","gcyl:meta_ingot_hot:1152","ingotHotUvSuperconductorBase","Hot UV Superconductor Base Ingot"
"gregtech:meta_item_1:11755","gcyl:meta_ingot_hot:910","ingotHotAbyssalAlloy","Hot Abyssal Alloy Ingot"
"gregtech:meta_item_1:11775","gcyl:meta_ingot_hot:173","ingotHotNaquadriaticTaranium","Hot Naquadriatic Taranium Ingot"
"gregtech:meta_item_1:11850","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:11851","gcyl:meta_ingot_hot:187","ingotHotLafium","Hot Lafium Ingot"
"gregtech:meta_item_1:11852","gcyl:meta_ingot_hot:21","ingotHotPikyonium","Hot Pikyonium Ingot"
"gregtech:meta_item_1:11853","gcyl:meta_ingot_hot:18","ingotHotInconelB","Hot Inconel 792 Ingot"
"gregtech:meta_item_1:11854","gcyl:meta_ingot_hot:191","ingotHotTitanSteel","Hot Titan Steel Ingot"
"gregtech:meta_item_1:11855","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:11856","gcyl:meta_ingot_hot:174","ingotHotBlackTitanium","Hot Black Titanium Ingot"
"gregtech:meta_item_1:11857","gcyl:meta_ingot_hot:47","ingotHotQuantum","Hot Quantum Ingot"
"gregtech:meta_item_1:11858","gregtech:meta_ingot_hot:310","ingotHotRuridit","Hot Ruridit Ingot"
"gregtech:meta_item_1:11859","gregtech:meta_ingot_hot:2062","ingotHotRhodiumPlatedPalladium","Hot Rhodium Plated Palladium Ingot"
"gregtech:meta_item_1:11869","gregtech:meta_ingot_hot:90","ingotHotRhodium","Hot Rhodium Ingot"
"gregtech:meta_item_1:11883","gregtech:meta_ingot_hot:93","ingotHotRuthenium","Hot Ruthenium Ingot"
"gregtech:meta_item_1:11940","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:11941","gcyl:meta_ingot_hot:1075","ingotHotHgAlloy","Hot HG-1223 Ingot"
"gregtech:meta_item_1:11943","gcyl:meta_ingot_hot:196","ingotHotNitinolA","Hot Nitinol 60 Ingot"
"gregtech:meta_item_1:11963","gcyl:meta_ingot_hot:291","ingotHotEnderium","Hot Enderium Ingot"
"gregtech:meta_item_1:11971","gcyl:meta_ingot_hot:1151","ingotHotZpmSuperconductorBase","Hot ZPM Superconductor Base Ingot"
"gregtech:meta_item_1:11972","gcyl:meta_ingot_hot:1150","ingotHotLuvSuperconductorBase","Hot LuV Superconductor Base Ingot"
"gregtech:meta_item_1:11973","gcyl:meta_ingot_hot:1149","ingotHotIvSuperconductorBase","Hot IV Superconductor Base Ingot"
"gregtech:meta_item_1:11974","gcyl:meta_ingot_hot:1148","ingotHotEvSuperconductorBase","Hot EV Superconductor Base Ingot"
"gregtech:meta_item_1:11975","gcyl:meta_ingot_hot:1147","ingotHotHvSuperconductorBase","Hot HV Superconductor Base Ingot"
"gregtech:meta_item_1:11979","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:11980","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:11982","gcyl:meta_ingot_hot:186","ingotHotHastelloyN","Hot Hastelloy N Ingot"
"gregtech:meta_item_1:11983","gcyl:meta_ingot_hot:276","ingotHotStaballoy","Hot Staballoy Ingot"
"gregtech:meta_item_1:11985","gcyl:meta_ingot_hot:785","ingotHotMaragingSteelA","Hot Maraging Steel 250 Ingot"
"gregtech:meta_item_1:11986","gcyl:meta_ingot_hot:1091","ingotHotInconelA","Hot Inconel 625 Ingot"
"gregtech:meta_item_1:11987","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12001","gregtech:meta_plate:2","plateAluminium","Aluminium Plate"
"gregtech:meta_item_1:12002","gregtech:meta_plate:3","plateAmericium","Americium Plate"
"gregtech:meta_item_1:12003","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12006","gregtech:meta_plate:8","plateBarium","Barium Plate"
"gregtech:meta_item_1:12007","gregtech:meta_plate:10","plateBeryllium","Beryllium Plate"
"gregtech:meta_item_1:12011","gregtech:meta_plate:16","plateCalcium","Calcium Plate"
"gregtech:meta_item_1:12014","gregtech:meta_plate:20","plateCerium","Cerium Plate"
"gregtech:meta_item_1:12016","gregtech:meta_plate:22","plateChrome","Chrome Plate"
"gregtech:meta_item_1:12017","gregtech:meta_plate:23","plateCobalt","Cobalt Plate"
"gregtech:meta_item_1:12018","gregtech:meta_plate:25","plateCopper","Copper Plate"
"gregtech:meta_item_1:12021","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12022","gregtech:meta_plate:33","plateEuropium","Europium Plate"
"gregtech:meta_item_1:12025","gregtech:meta_plate:39","plateGallium","Gallium Plate"
"gregtech:meta_item_1:12026","gregtech:meta_plate:41","plateGold","Gold Plate"
"gregtech:meta_item_1:12032","gregtech:meta_plate:50","plateIridium","Iridium Plate"
"gregtech:meta_item_1:12033","gregtech:meta_plate:51","plateIron","Iron Plate"
"gregtech:meta_item_1:12035","gregtech:meta_plate:55","plateLead","Lead Plate"
"gregtech:meta_item_1:12036","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12039","gregtech:meta_plate:61","plateManganese","Manganese Plate"
"gregtech:meta_item_1:12041","gregtech:meta_plate:64","plateMolybdenum","Molybdenum Plate"
"gregtech:meta_item_1:12042","gregtech:meta_plate:66","plateNeodymium","Neodymium Plate"
"gregtech:meta_item_1:12043","gregtech:meta_plate:27","plateDarmstadtium","Darmstadtium Plate"
"gregtech:meta_item_1:12044","gregtech:meta_plate:69","plateNickel","Nickel Plate"
"gregtech:meta_item_1:12045","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12047","gregtech:meta_plate:75","plateOsmium","Osmium Plate"
"gregtech:meta_item_1:12049","gregtech:meta_plate:77","platePalladium","Palladium Plate"
"gregtech:meta_item_1:12051","gregtech:meta_plate:80","platePlatinum","Platinum Plate"
"gregtech:meta_item_1:12052","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12053","gregtech:meta_plate:82","platePlutonium241","Plutonium 241 Plate"
"gregtech:meta_item_1:12054","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12055","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12056","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12058","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12059","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12060","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12061","gregtech:meta_plate:99","plateSilicon","Silicon Plate"
"gregtech:meta_item_1:12062","gregtech:meta_plate:100","plateSilver","Silver Plate"
"gregtech:meta_item_1:12063","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12064","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12066","gregtech:meta_plate:104","plateTantalum","Tantalum Plate"
"gregtech:meta_item_1:12067","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12068","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12069","gregtech:meta_plate:109","plateThorium","Thorium Plate"
"gregtech:meta_item_1:12070","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12071","gregtech:meta_plate:112","plateTin","Tin Plate"
"gregtech:meta_item_1:12072","gregtech:meta_plate:113","plateTitanium","Titanium Plate"
"gregtech:meta_item_1:12074","gregtech:meta_plate:115","plateTungsten","Tungsten Plate"
"gregtech:meta_item_1:12075","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12076","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12077","gregtech:meta_plate:118","plateVanadium","Vanadium Plate"
"gregtech:meta_item_1:12078","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12079","gregtech:meta_plate:122","plateZinc","Zinc Plate"
"gregtech:meta_item_1:12085","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12087","gregtech:meta_plate:252","plateAnnealedCopper","Annealed Copper Plate"
"gregtech:meta_item_1:12091","gregtech:meta_plate:256","plateBatteryAlloy","Battery Alloy Plate"
"gregtech:meta_item_1:12092","gregtech:meta_plate:257","plateBlueTopaz","Blue Topaz Plate"
"gregtech:meta_item_1:12094","gregtech:meta_plate:259","plateBrass","Brass Plate"
"gregtech:meta_item_1:12095","gregtech:meta_plate:260","plateBronze","Bronze Plate"
"gregtech:meta_item_1:12109","gregtech:meta_plate:274","plateCupronickel","Cupronickel Plate"
"gregtech:meta_item_1:12111","gregtech:meta_plate:276","plateDiamond","Diamond Plate"
"gregtech:meta_item_1:12112","gregtech:meta_plate:277","plateElectrum","Electrum Plate"
"gregtech:meta_item_1:12113","gregtech:meta_plate:278","plateEmerald","Emerald Plate"
"gregtech:meta_item_1:12117","gregtech:meta_plate:281","plateGreenSapphire","Green Sapphire Plate"
"gregtech:meta_item_1:12122","gregtech:meta_plate:285","plateRutile","Rutile Plate"
"gregtech:meta_item_1:12126","gregtech:meta_plate:287","plateInvar","Invar Plate"
"gregtech:meta_item_1:12127","gregtech:meta_plate:288","plateKanthal","Kanthal Plate"
"gregtech:meta_item_1:12128","gregtech:meta_plate:289","plateLazurite","Lazurite Plate"
"gregtech:meta_item_1:12129","gregtech:meta_plate:290","plateMagnalium","Magnalium Plate"
"gregtech:meta_item_1:12133","gregtech:meta_plate:294","plateNichrome","Nichrome Plate"
"gregtech:meta_item_1:12134","gregtech:meta_plate:295","plateNiobiumNitride","Niobium Nitride Plate"
"gregtech:meta_item_1:12135","gregtech:meta_plate:296","plateNiobiumTitanium","Niobium-Titanium Plate"
"gregtech:meta_item_1:12140","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12141","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12142","gregtech:meta_plate:1013","plateEpoxy","Epoxy Resin Sheet"
"gregtech:meta_item_1:12143","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12144","gregtech:meta_plate:1015","platePolycaprolactam","Polycaprolactam Sheet"
"gregtech:meta_item_1:12145","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12152","gregtech:meta_plate:1068","plateRubber","Rubber Sheet"
"gregtech:meta_item_1:12154","gregtech:meta_plate:311","plateRuby","Ruby Plate"
"gregtech:meta_item_1:12157","gregtech:meta_plate:314","plateSapphire","Sapphire Plate"
"gregtech:meta_item_1:12161","gregtech:meta_plate:316","plateSodalite","Sodalite Plate"
"gregtech:meta_item_1:12180","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12183","gregtech:meta_plate:323","plateStainlessSteel","Stainless Steel Plate"
"gregtech:meta_item_1:12184","gregtech:meta_plate:324","plateSteel","Steel Plate"
"gregtech:meta_item_1:12187","gcyl:meta_plate:919","plateTanzanite","Tanzanite Plate"
"gregtech:meta_item_1:12189","gregtech:meta_plate:328","plateTinAlloy","Tin Alloy Plate"
"gregtech:meta_item_1:12190","gregtech:meta_plate:329","plateTopaz","Topaz Plate"
"gregtech:meta_item_1:12192","gregtech:meta_plate:331","plateUltimet","Ultimet Plate"
"gregtech:meta_item_1:12195","gregtech:meta_plate:334","plateVanadiumGallium","Vanadium-Gallium Plate"
"gregtech:meta_item_1:12196","gregtech:meta_plate:1617","plankWood,plateWood","Wood Plank"
"gregtech:meta_item_1:12197","gregtech:meta_plate:335","plateWroughtIron","Wrought Iron Plate"
"gregtech:meta_item_1:12200","gregtech:meta_plate:338","plateYttriumBariumCuprate","Yttrium Barium Cuprate Plate"
"gregtech:meta_item_1:12201","gregtech:meta_plate:339","plateNetherQuartz","Nether Quartz Plate"
"gregtech:meta_item_1:12202","gregtech:meta_plate:214","plateCertusQuartz","Certus Quartz Plate"
"gregtech:meta_item_1:12204","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12205","gregtech:meta_plate:342","plateGraphene","Graphene Plate"
"gregtech:meta_item_1:12206","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12207","gregtech:meta_plate:344","plateOsmiridium","Osmiridium Plate"
"gregtech:meta_item_1:12209","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12212","gregtech:meta_plate:2004","plateOlivine","Olivine Plate"
"gregtech:meta_item_1:12213","gregtech:meta_plate:2005","plateOpal","Opal Plate"
"gregtech:meta_item_1:12214","gregtech:meta_plate:2006","plateAmethyst","Amethyst Plate"
"gregtech:meta_item_1:12215","gregtech:meta_plate:2064","plateRedstone","Redstone Plate"
"gregtech:meta_item_1:12216","gregtech:meta_plate:2007","plateLapis","Lapis Plate"
"gregtech:meta_item_1:12218","gregtech:meta_plate:416","plateEnderPearl","Enderpearl Plate"
"gregtech:meta_item_1:12219","gregtech:meta_plate:2508","plateEnderEye","Endereye Plate"
"gregtech:meta_item_1:12227","gregtech:meta_plate:300","plateSterlingSilver","Sterling Silver Plate"
"gregtech:meta_item_1:12228","gregtech:meta_plate:301","plateRoseGold","Rose Gold Plate"
"gregtech:meta_item_1:12229","gregtech:meta_plate:302","plateBlackBronze","Black Bronze Plate"
"gregtech:meta_item_1:12230","gregtech:meta_plate:303","plateBismuthBronze","Bismuth Bronze Plate"
"gregtech:meta_item_1:12231","gregtech:meta_plate:2011","plateBlackSteel","Black Steel Plate"
"gregtech:meta_item_1:12232","gregtech:meta_plate:2510","plateRedSteel","Red Steel Plate"
"gregtech:meta_item_1:12233","gregtech:meta_plate:2511","plateBlueSteel","Blue Steel Plate"
"gregtech:meta_item_1:12234","gregtech:meta_plate:2012","plateDamascusSteel","Damascus Steel Plate"
"gregtech:meta_item_1:12235","gregtech:meta_plate:2013","plateTungstenSteel","Tungstensteel Plate"
"gregtech:meta_item_1:12237","gregtech:meta_plate:2517","plateRedAlloy","Red Alloy Plate"
"gregtech:meta_item_1:12238","gregtech:meta_plate:2014","plateCobaltBrass","Cobalt Brass Plate"
"gregtech:meta_item_1:12243","gregtech:meta_plate:2016","plateGarnetRed","Red Garnet Plate"
"gregtech:meta_item_1:12244","gregtech:meta_plate:2017","plateGarnetYellow","Yellow Garnet Plate"
"gregtech:meta_item_1:12247","gcyl:meta_plate:918","plateVinteum","Vinteum Plate"
"gregtech:meta_item_1:12297","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12298","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12299","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12300","gregtech:meta_plate:396","plateTungstenCarbide","Tungstencarbide Plate"
"gregtech:meta_item_1:12301","gregtech:meta_plate:2036","plateVanadiumSteel","Vanadiumsteel Plate"
"gregtech:meta_item_1:12302","gregtech:meta_plate:2516","plateHssg","HSS-G Plate"
"gregtech:meta_item_1:12303","gregtech:meta_plate:2519","plateHsse","HSS-E Plate"
"gregtech:meta_item_1:12304","gregtech:meta_plate:2520","plateHsss","HSS-S Plate"
"gregtech:meta_item_1:12307","gregtech:meta_plate:124","plateNaquadah","Naquadah Plate"
"gregtech:meta_item_1:12308","gregtech:meta_plate:2042","plateNaquadahAlloy","Naquadah Alloy Plate"
"gregtech:meta_item_1:12309","gregtech:meta_plate:125","plateNaquadahEnriched","Enriched Naquadah Plate"
"gregtech:meta_item_1:12310","gregtech:meta_plate:126","plateNaquadria","Naquadria Plate"
"gregtech:meta_item_1:12311","gregtech:meta_plate:128","plateTritanium","Tritanium Plate"
"gregtech:meta_item_1:12312","gregtech:meta_plate:129","plateDuranium","Duranium Plate"
"gregtech:meta_item_1:12328","gregtech:meta_plate:1599","plateStone","Stone Plate"
"gregtech:meta_item_1:12330","gregtech:meta_plate:1601","plateGlowstone","Glowstone Plate"
"gregtech:meta_item_1:12331","gregtech:meta_plate:1602","plateNetherStar","Nether Star Plate"
"gregtech:meta_item_1:12353","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12364","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12391","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12395","gcyl:meta_plate:61","platePolystyrene","Polystyrene Sheet"
"gregtech:meta_item_1:12398","gregtech:meta_plate:1004","plateStyreneButadieneRubber","Styrene-Butadiene Rubber Sheet"
"gregtech:meta_item_1:12410","gregtech:meta_plate:351","plateGalliumArsenide","Gallium Arsenide Plate"
"gregtech:meta_item_1:12411","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12421","gregtech:meta_plate:354","plateIndiumGalliumPhosphide","Indium Gallium Phosphide Plate"
"gregtech:meta_item_1:12424","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12470","gregtech:meta_plate:1006","plateReinforcedEpoxyResin","Fiber-Reinforced Epoxy Resin Sheet"
"gregtech:meta_item_1:12518","gcyl:meta_plate:13","plateDraconium","Draconium Plate"
"gregtech:meta_item_1:12519","gcyl:meta_plate:14","plateAwakenDraconium","Awakened Draconium Plate"
"gregtech:meta_item_1:12520","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12521","gcyl:meta_plate:16","plateChaosalloy","Chaos Infinity Alloy Plate"
"gregtech:meta_item_1:12524","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12534","Missing[]","Missing[]","Missing[]"
"gregtech:meta_item_1:12671","gcyl:meta_plate:911","plateCosmicNeutronium","Cosmic Neutronium Plate"
"gregtech:meta_item_1:12673","gcyl:meta_plate:190","plateQcdConfinedMatter","Quantumchromodynamically Confined Matter Plate"
"gregtech:meta_item_1:12674","gcyl:meta_plate:208","plateSuperheavyLAlloy","Superheavy-L Alloy Plate"
"gregtech:meta_item_1:12675","gcyl:meta_plate:203","plateSuperheavyHAlloy","Superheavy-H Alloy Plate"
"gregtech:meta_item_1:12682","gcyl:meta_plate:188","plateHeavyQuarkDegenerateMatter","Heavy Quark Degenerate Matter Plate"
"gregtech:meta_item_1:12683","gcyl:meta_plate:192","plateMetastableHassium","Metastable Hassium Plate"
"gregtech:meta_item_1:12685","gcyl:meta_plate:22","plateLithiumNiobate","Lithium Niobate Plate"
"gregtech:meta_item_1:12690","gcyl:meta_plate:51","plateGermaniumTungstenNitride","Germanium Tungsten Nitride Plate"
"gregtech:meta_item_1:12691","gcyl:meta_plate:59","plateRutheniumDioxide","Ruthenium Dioxide Plate"
"gregtech:meta_item_1:12692","gcyl:meta_plate:53","platePedot","PEDOT Plate"
"gregtech:meta_item_1:12693","gcyl:meta_plate:58","plateBismuthIridiate","Bismuth Iridiate Plate"
"gregtech:meta_item_1:12694","gcyl:meta_plate:57","plateBismuthRuthenate","Bismuth Ruthenate Plate"
"gregtech:meta_item_1:12695","gcyl:meta_plate:195","plateTantalumHafniumSeaborgiumCarbide","Tantalum Hafnium Seaborgium Carbide Plate"
"gregtech:meta_item_1:12696","gcyl:meta_plate:24","plateLeadZirconateTitanate","Lead Zirconate Titanate Plate"
"gregtech:meta_item_1:12697","gcyl:meta_plate:52","plateBariumTitanate","Barium Titanate Plate"
